,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
0,8375125621,Afternoon Run,2023-01-11T15:52:00Z,Run,11440.6,3869,3876,28.6,"[58.9354663901031, 5.6817559618502855]",garmin_ping_254925598257
